ZIP,PCT_WORKING,PCT_HOUSE_OWNERS,PCT_WITH_CAR,CUSTOMER_ID,mailing_Standard tennisracket,mailing_XL original orange baseball cap,mailing_XS original red soccer shirt,GENDER,CREDITLIMIT,ZODIAC,E-MAIL ADDRESS,ORDERDATE_Max,PRICE_Sum_Sum,NUMBER OF PURCHASES
"1752NB",74,61,88,19869.000,,,,"M",5561.000,9.000,"name8076@tnet.fr",2005-08-01,31.894,1
"1752NB",74,61,88,24869.000,,,,"M",5561.000,10.000,"name27695@zigzag.be",2010-04-06,1117.620,3
"1752QU",91,76,91,11520.000,,,,"M",2242.000,12.000,"name15917@wwmail.de",2010-01-15,458.653,3
"1752QU",91,76,91,16520.000,,,,"M",2242.000,8.000,"name10909@tnet.inc",2007-02-05,100.000,1
"1752QU",91,76,91,26520.000,,,,"M",2242.000,4.000,"name5330@tnet.jp",2010-03-09,222.375,1
"1752WJ",89,74,91,1343.000,"T","T","F","M",1598.000,3.000,"name5436@tnet.jp",2002-08-19,806.090,1
"1752WJ",89,74,91,21644.000,,,,"M",1598.000,11.000,"name28768@zigzag.cat",2006-11-02,2020.000,5
"1752WJ",89,74,91,26644.000,,,,"M",1598.000,2.000,"name25137@wwmail.org",2007-07-15,961.545,3
"1752YL",82,66,93,20495.000,,,,"F",8718.000,2.000,"name10228@tnet.inc",2007-09-18,680.571,1
"1752YL",82,66,93,10495.000,"T","F","F","F",8718.000,8.000,"name19379@wwmail.es",2008-10-30,568.267,3
"1752YL",82,66,93,15495.000,,,,"F",8718.000,10.000,"name8282@tnet.inc",2006-10-26,629.253,3
"1753JW",82,65,91,10352.000,,,,"M",4695.000,6.000,"name19432@wwmail.es",2008-02-11,201.928,2
"1753JW",82,65,91,5389.000,"F","T","F","M",4695.000,2.000,"name29334@zigzag.jp",2000-05-14,697.500,2
"1753OI",84,67,90,5954.000,,,,"M",3517.000,9.000,"name863@hmail.uk",2010-11-09,1162.949,3
"1753OI",84,67,90,20954.000,"T","F","F","M",3517.000,8.000,"name14402tnet.uk",2008-08-18,1846.662,5
"1753OI",84,67,90,15954.000,,,,"M",3517.000,1.000,"name25644@wwmail.uk",2008-12-01,704.123,3
"1753OI",84,67,90,25954.000,"F","F","T","M",3517.000,1.000,"name1784@lomejor.es",2008-03-23,853.561,4
"1753YB",77,63,91,30550.000,,,,"F",9483.000,7.000,"name29374@zigzag.jp",2006-10-09,903.328,3
"1755AD",82,67,89,2049.000,"F","T","T","M",6701.000,4.000,"name22629@wwmail.inc",2008-05-12,446.394,2
"1755AD",82,67,89,17151.000,,,,"M",6701.000,3.000,"name1339@hmail.uk",2008-10-19,486.395,2
"1755DP",81,65,93,983.000,"T","T","F","F",1800.000,8.000,"name23231@wwmail.inc",2001-05-02,297.810,1
"1755DP",81,65,93,11084.000,"F","F","T","F",1800.000,12.000,"name8823@tnet.inc",2008-04-05,998.426,3
"1755IX",75,60,93,22402.000,"F","F","T","M",8896.000,12.000,"name17227@wwmail.de",2010-04-04,524.707,3
"1755IX",75,60,93,27402.000,"T","F","F","M",8896.000,9.000,"name21218@wwmail.inc",2006-12-15,593.453,1
"1755SQ",77,63,92,20817.000,,,,"M",8916.000,3.000,"name23213@wwmail.inc",2010-08-10,1510.334,3
"1756AN",78,64,90,1146.000,"T","T","F","M",9612.000,1.000,"name654@hmail.uk",2001-01-21,326.460,1
"1756EM",76,60,94,13012.000,,,,"M",5025.000,4.000,"name18473@wwmail.es",2009-09-10,957.438,3
"1756EM",76,60,94,23012.000,,,,"M",5025.000,8.000,"name18061@wwmail.es",2005-11-29,555.201,2
"1756EM",76,60,94,28012.000,,,,"M",5025.000,7.000,"name24984@wwmail.org",2008-07-14,922.102,2
"1756PU",87,70,89,8099.000,,,,"M",9243.000,4.000,"name16050@wwmail.de",2008-04-12,1145.968,4
"1756PU",87,70,89,2800.000,"F","T","F","M",9243.000,7.000,"name29909@zigzag.fr",2004-12-11,134.200,1
"1756PU",87,70,89,23099.000,,,,"M",9243.000,4.000,"name97@hmail.fr",2006-09-26,222.386,1
"1756VO",78,64,90,16918.000,"T","T","T","M",7713.000,6.000,"name5338@tnet.jp",2010-05-30,1076.250,3
"1756VO",78,64,90,1717.000,"F","T","F","M",7713.000,9.000,"name17386@wwmail.de",2009-01-23,1499.436,6
"1756VO",78,64,90,26918.000,"F","T","F","M",7713.000,6.000,"name16384@wwmail.de",2010-01-17,347.085,1
"1757AH",83,69,94,25313.000,"F","T","F","M",2247.000,4.000,"name5549@tnet.jp",2010-01-18,786.586,3
"1757HP",78,60,89,21597.000,"T","F","F","M",6115.000,5.000,"name26535@wwmail.uk",2006-05-07,746.427,2
"1757YQ",78,67,90,30053.000,"F","T","F","F",6246.000,6.000,"name11559@tnet.uk",2007-11-10,680.916,3
"1757YQ",78,67,90,25053.000,"F","T","F","F",6246.000,11.000,"name20049@wwmail.es",2008-10-10,845.519,2
"1758DE",81,68,89,6461.000,,,,"F",1376.000,5.000,"name8385@tnet.inc",2010-07-21,385.773,1
"1758DE",81,68,89,21461.000,,,,"F",1376.000,2.000,"name304@hmail.inc",2006-09-26,452.614,2
"1758DE",81,68,89,26461.000,,,,"F",1376.000,11.000,"name25164@wwmail.org",2010-05-28,888.043,2
"1758EC",88,72,91,10651.000,,,,"F",2940.000,8.000,"name2406@molbe.cat",2008-11-17,95.772,1
"1758EC",88,72,91,25651.000,"T","F","F","F",2940.000,12.000,"name13925@tnet.uk",2008-09-06,1103.301,3
"1758KD",74,60,91,7998.000,"T","T","T","M",8691.000,10.000,"name21176@wwmail.inc",2009-05-18,946.515,3
"1758KD",74,60,91,2998.000,"T","T","F","M",8691.000,2.000,"name23865@wwmail.org",2007-01-07,590.050,1
"1758QK",85,72,89,12129.000,"T","F","F","M",945.000,4.000,"name2621@molbe.cat",2010-11-20,917.155,3
"1758QK",85,72,89,2732.000,"F","T","F","M",945.000,7.000,"name13583@tnet.uk",2002-12-18,356.750,1
"1758QK",85,72,89,27129.000,,,,"M",945.000,1.000,"name17954@wwmail.es",2010-03-02,503.184,2
"1758RS",69,53,93,1233.000,"F","T","F","M",3772.000,7.000,"name1313@hmail.uk",2000-03-27,1005.990,3
"1758RS",69,53,93,6534.000,,,,"M",3772.000,10.000,"name29267@zigzag.jp",2006-12-28,230.216,1
"1758RS",69,53,93,26534.000,,,,"M",3772.000,11.000,"name13776@tnet.uk",2005-07-15,859.414,2
"1758RX",81,66,89,20092.000,"T","F","T","M",9954.000,8.000,"name23787@wwmail.org",2007-12-03,253.979,1
"1758RX",81,66,89,15092.000,"T","F","F","M",9954.000,5.000,"name4704@tnet.jp",2006-03-17,308.836,2
"1758RX",81,66,89,10092.000,,,,"M",9954.000,6.000,"name8043@tnet.fr",2010-12-09,1936.071,6
"1758WH",76,62,94,12607.000,,,,"M",9653.000,5.000,"name25889@wwmail.uk",2010-01-07,263.416,2
"1758WH",76,62,94,22607.000,,,,"M",9653.000,9.000,"name24409@wwmail.org",2010-11-14,1034.896,3
"1759DV",88,73,90,27249.000,,,,"F",4867.000,2.000,"name16203@wwmail.de",2010-07-14,629.915,3
"1759KX",76,59,88,2396.000,"F","T","F","F",4469.000,4.000,"name28443@zigzag.cat",2003-08-19,1171.620,2
"1759KX",76,59,88,22398.000,"T","T","F","F",4469.000,5.000,"name17241@wwmail.de",2006-11-15,122.911,1
"1759SH",75,64,92,18829.000,"T","F","T","M",9936.000,11.000,"name2676@molbe.cat",2009-05-21,739.022,3
"1759SH",75,64,92,3828.000,"T","T","F","M",9936.000,11.000,"name13439@tnet.uk",2006-07-25,507.233,1
"1759ZO",77,65,90,8028.000,"F","T","T","M",6053.000,2.000,"name7428@tnet.fr",2010-12-20,592.023,3
"1759ZO",77,65,90,28028.000,"F","T","F","M",6053.000,2.000,"name17792@wwmail.es",2005-01-05,105.713,1
"1760FE",80,66,86,27441.000,,,,"F",3005.000,10.000,"name3282@molbe.cat",2010-04-22,756.354,2
"1760PW",82,70,88,18195.000,"F","F","T","M",1430.000,10.000,"name10343@tnet.inc",2008-05-27,409.181,1
"1760PW",82,70,88,23195.000,,,,"M",1430.000,8.000,"name17853@wwmail.es",2006-07-21,607.053,1
"1760TN",73,58,92,3477.000,"F","T","F","F",2854.000,1.000,"name7280@tnet.fr",2002-06-26,171.180,1
"1760TN",73,58,92,28477.000,"T","F","F","F",2854.000,5.000,"name15587@wwmail.de",2010-04-30,138.860,2
"1761MT",80,64,89,11103.000,"F","T","F","M",1911.000,6.000,"name6121@tnet.fr",2010-04-08,1627.869,3
"1762AV",88,71,93,13733.000,"F","T","F","F",1217.000,7.000,"name820@hmail.uk",2008-03-13,62.109,1
"1762AV",88,71,93,3631.000,"F","T","F","F",1217.000,5.000,"name7521@tnet.fr",2008-10-08,374.863,1
"1762GM",80,61,90,24094.000,,,,"M",305.000,3.000,"name21427@wwmail.inc",2009-10-07,765.788,2
"1762MN",85,68,90,16230.000,,,,"M",7328.000,10.000,"name11800@tnet.uk",2006-06-06,9.857,1
"1762MN",85,68,90,26230.000,"T","F","F","M",7328.000,7.000,"name5935@tnet.fr",2010-09-19,658.010,3
"1762NQ",80,63,89,5180.000,"T","T","F","F",9745.000,7.000,"name3989@tnet.jp",2003-05-11,1521.310,1
"1762NQ",80,63,89,30661.000,,,,"F",9745.000,8.000,"name29696@zigzag.com",2009-12-17,471.163,2
"1763CL",84,71,92,14703.000,"F","T","F","M",4859.000,10.000,"name24445@wwmail.org",2009-03-08,285.829,2
"1763GX",82,66,93,9749.000,,,,"F",1360.000,11.000,"name28681@zigzag.cat",2007-01-01,377.798,2
"1763GX",82,66,93,29749.000,"T","F","F","F",1360.000,5.000,"name11750@tnet.uk",2006-01-03,195.350,1
"1763KO",84,70,96,847.000,"F","T","F","F",6016.000,12.000,"name10326@tnet.inc",2004-12-14,560.650,1
"1763KO",84,70,96,20848.000,"F","T","T","F",6016.000,3.000,"name19223@wwmail.es",2008-03-07,774.318,2
"1763KO",84,70,96,10848.000,"F","T","F","F",6016.000,3.000,"name28301@zigzag.be",2007-08-30,575.711,2
"1763NS",80,62,90,13940.000,"F","F","T","F",7019.000,1.000,"name26236@wwmail.uk",2007-11-05,244.852,2
"1763NS",80,62,90,8940.000,,,,"F",7019.000,7.000,"name7703@tnet.fr",2010-03-16,972.865,2
"1763QD",86,69,89,18734.000,,,,"F",1872.000,10.000,"name11441@tnet.uk",2010-04-13,268.764,2
"1763QD",86,69,89,8734.000,"T","F","F","F",1872.000,3.000,"name2553@molbe.cat",2006-07-25,182.844,1
"1763SJ",81,64,90,26643.000,"F","T","F","M",7223.000,2.000,"name25138@wwmail.org",2010-05-19,912.026,4
"1763UQ",79,65,90,838.000,"F","T","F","F",5578.000,10.000,"name28979@zigzag.cat",2003-12-04,1422.950,2
"1763YR",84,67,88,17891.000,"F","F","T","F",1052.000,1.000,"name2659@molbe.cat",2009-07-06,305.394,1
"1764AD",78,59,90,27558.000,"F","T","F","F",1511.000,10.000,"name17870@wwmail.es",2008-11-04,937.819,2
"1764BD",87,74,89,18202.000,,,,"F",7269.000,7.000,"name1982@lomejor.es",2010-07-13,1093.613,4
"1764BD",87,74,89,8202.000,"T","F","T","F",7269.000,10.000,"name12829@tnet.uk",2006-06-15,196.934,1
"1764BD",87,74,89,13202.000,"T","F","F","F",7269.000,9.000,"name14968@wwmail.de",2007-09-25,899.271,2
"1764BD",87,74,89,2903.000,"F","T","F","F",7269.000,10.000,"name20003@wwmail.es",2002-07-26,764.700,1
"1764BD",87,74,89,23202.000,,,,"F",7269.000,8.000,"name24565@wwmail.org",2010-07-10,1312.878,5
"1764BG",81,64,94,14573.000,"F","T","F","F",1120.000,3.000,"name15271@wwmail.de",2009-08-05,599.024,3
"1764BG",81,64,94,24573.000,"T","T","T","F",1120.000,3.000,"name21844@wwmail.inc",2006-07-15,636.416,1
"1764BG",81,64,94,29573.000,"F","T","F","F",1120.000,2.000,"name346@hmail.inc",2005-08-17,928.851,2
"1764CV",76,62,90,4294.000,"F","T","F","F",1379.000,5.000,"name13372@tnet.uk",2003-10-13,1876.510,2
"1764PC",79,64,91,7568.000,"T","T","F","F",1716.000,9.000,"name865@hmail.uk",2009-07-11,465.474,2
"1764QH",79,62,87,23343.000,"F","T","F","F",6555.000,10.000,"name14171@tnet.uk",2008-04-10,679.217,2
"1764QH",79,62,87,28343.000,"F","T","F","F",6555.000,8.000,"name5017@tnet.jp",2010-06-11,178.460,1
"1765FY",81,65,87,2908.000,"T","T","T","F",3046.000,7.000,"name26571@wwmail.uk",2002-11-18,90.400,1
"1765FY",81,65,87,13207.000,,,,"F",3046.000,7.000,"name28032@zigzag.be",2009-01-24,908.357,2
"1765FY",81,65,87,28207.000,,,,"F",3046.000,7.000,"name29071@zigzag.cat",2010-02-02,444.313,1
"1765IB",75,63,91,12984.000,,,,"M",4972.000,9.000,"name7390@tnet.fr",2009-08-27,991.848,2
"1765XI",78,63,92,26530.000,,,,"F",6820.000,5.000,"name20842@wwmail.inc",2010-07-04,1392.834,4
"1765YI",73,54,87,9660.000,,,,"F",7347.000,4.000,"name16305@wwmail.de",2007-02-20,1517.215,3
"1765YI",73,54,87,29660.000,"T","F","F","F",7347.000,2.000,"name24812@wwmail.org",2010-11-16,1377.298,3
"1765ZH",77,57,89,20895.000,"F","F","T","F",2681.000,7.000,"name722@hmail.uk",2009-02-03,578.514,2
"1766CH",84,70,89,12580.000,,,,"F",829.000,8.000,"name5025@tnet.jp",2010-09-16,439.458,1
"1766CH",84,70,89,2578.000,"F","T","F","F",829.000,11.000,"name9531@tnet.inc",2004-04-07,2548.699,2
"1766OE",75,60,91,14009.000,,,,"F",5656.000,8.000,"name25181@wwmail.org",2009-11-30,55.865,2
"1766OE",75,60,91,4008.000,"F","T","F","F",5656.000,10.000,"name1864@lomejor.es",2010-05-23,754.865,3
"1766OE",75,60,91,24009.000,,,,"F",5656.000,1.000,"name27588@zigzag.be",2009-12-21,491.784,1
"1767AS",84,67,91,7730.000,,,,"M",9818.000,6.000,"name510@hmail.uk",2006-06-16,33.942,1
"1767HN",81,67,93,11223.000,"F","T","T","F",788.000,1.000,"name3182@molbe.cat",2006-09-04,359.682,2
"1767HN",81,67,93,16223.000,"F","T","F","F",788.000,2.000,"name10665@tnet.inc",2011-06-12,1556.200,1
"1767HN",81,67,93,6223.000,"F","T","F","F",788.000,2.000,"name13087@tnet.uk",2009-08-26,180.643,1
"1767HN",81,67,93,26223.000,"F","T","F","F",788.000,10.000,"name25304@wwmail.org",2010-10-12,1090.464,2
"1767KT",86,71,92,12150.000,,,,"F",1377.000,1.000,"name28357@zigzag.cat",2006-11-20,1572.150,2
"1767WE",77,64,89,21573.000,"F","T","F","F",6728.000,7.000,"name9150@tnet.inc",2010-09-30,1643.767,5
"1767WE",77,64,89,1272.000,"F","T","T","F",6728.000,7.000,"name25109@wwmail.org",2005-09-12,1170.503,4
"1767YN",83,67,86,741.000,"F","T","F","M",6062.000,6.000,"name3188@molbe.cat",2001-10-04,1316.750,2
"1767YN",83,67,86,10942.000,,,,"M",6062.000,7.000,"name27022@wwmail.uk",2010-08-22,1487.807,3
"1767YN",83,67,86,25942.000,,,,"M",6062.000,11.000,"name26292@wwmail.uk",2009-12-08,1176.614,2
"1768CB",73,59,86,19142.000,,,,"F",3609.000,11.000,"name3252@molbe.cat",2010-05-12,1794.490,6
"1768CE",79,65,88,12909.000,"F","F","T","M",8721.000,9.000,"name12221@tnet.uk",2009-06-13,1189.154,3
"1768CE",79,65,88,22909.000,,,,"M",8721.000,10.000,"name6137@tnet.fr",2009-07-11,1192.823,3
"1768SP",75,60,92,9182.000,,,,"F",625.000,2.000,"name29099@zigzag.jp",2010-11-05,1588.387,3
"1768UM",77,58,88,2104.000,"F","T","F","F",8534.000,6.000,"name885@hmail.uk",2003-09-17,489.200,1
"1768UM",77,58,88,27206.000,,,,"F",8534.000,10.000,"name26607@wwmail.uk",2010-11-22,1522.420,5
"1768ZP",76,60,90,14388.000,"F","T","F","F",3762.000,6.000,"name5534@tnet.jp",2010-09-18,854.648,3
"1769BP",84,68,91,17916.000,"T","F","F","F",6619.000,6.000,"name9693@tnet.inc",2006-03-05,753.779,2
"1769IQ",79,65,89,4183.000,"F","T","F","F",7896.000,9.000,"name1053@hmail.uk",1999-09-11,204.090,1
"1769JH",93,83,91,20150.000,"F","F","T","F",1030.000,10.000,"name10573@tnet.inc",2008-07-06,700.695,2
"1769JH",93,83,91,15150.000,"F","F","T","F",1030.000,5.000,"name11940@tnet.uk",2006-12-27,259.820,1
"1769JH",93,83,91,25150.000,"T","F","F","F",1030.000,5.000,"name11125@tnet.inc",2009-12-25,620.955,2
"1769UP",86,71,89,16248.000,"F","T","F","F",340.000,4.000,"name7904@tnet.fr",2007-11-20,498.695,2
"1769UP",86,71,89,21248.000,"F","T","F","F",340.000,5.000,"name14375@tnet.uk",2006-11-15,652.864,1
"1769UP",86,71,89,1751.000,"F","T","F","F",340.000,5.000,"name3316@molbe.cat",2000-03-06,392.600,1
"1769WC",76,63,90,6215.000,,,,"M",107.000,11.000,"name21563@wwmail.inc",2010-07-12,421.484,1
"1769WX",81,66,90,7765.000,"T","F","F","M",6268.000,2.000,"name24136@wwmail.org",2009-05-09,377.137,2
"1769WX",81,66,90,17765.000,"T","F","F","M",6268.000,6.000,"name15742@wwmail.de",2010-04-30,54.627,1
"1769WX",81,66,90,22765.000,,,,"M",6268.000,3.000,"name28869@zigzag.cat",2008-10-09,360.657,1
"1770PJ",83,67,89,21563.000,"T","T","F","M",9345.000,8.000,"name2999@molbe.cat",2010-04-14,318.380,1
"1770PJ",83,67,89,6563.000,"F","T","F","M",9345.000,4.000,"name22145@wwmail.inc",2008-12-24,1168.301,5
"1770PJ",83,67,89,26563.000,"F","T","F","M",9345.000,9.000,"name16548@wwmail.de",2011-06-05,10415.843,5
"1770PV",80,69,91,7967.000,"T","F","T","F",5068.000,6.000,"name2161@lomejor.es",2010-04-05,891.385,2
"1770UK",93,78,89,3546.000,"T","T","F","M",3525.000,12.000,"name19890@wwmail.es",2010-05-11,503.866,2
"1771LD",83,67,91,4476.000,"F","T","T","F",1279.000,4.000,"name393@hmail.inc",2009-06-09,325.501,1
"1771LD",83,67,91,29474.000,,,,"F",1279.000,10.000,"name9161@tnet.inc",2009-06-11,318.908,3
"1771OU",78,61,88,22929.000,"T","F","F","M",690.000,12.000,"name10957@tnet.inc",2010-10-13,324.130,2
"1771PQ",77,64,88,10742.000,,,,"M",6551.000,5.000,"name15061@wwmail.de",2009-05-24,752.617,3
"1772JU",82,69,91,18298.000,"F","T","F","F",3420.000,3.000,"name15438@wwmail.de",2007-11-22,532.935,3
"1772JU",82,69,91,3097.000,"F","T","F","F",3420.000,7.000,"name13534@tnet.uk",2002-12-29,302.870,1
"1772JU",82,69,91,8298.000,"F","T","F","F",3420.000,7.000,"name7513@tnet.fr",2010-09-16,1457.913,3
"1772JU",82,69,91,28298.000,"F","T","F","F",3420.000,11.000,"name25520@wwmail.uk",2010-09-19,275.576,1
"1772KA",82,65,88,2166.000,"F","T","T","M",377.000,11.000,"name22562@wwmail.inc",2000-08-10,889.830,1
"1772LW",83,69,94,4932.000,"F","T","F","F",7693.000,1.000,"name10254@tnet.inc",2004-10-01,8.520,1
"1772LW",83,69,94,19428.000,"T","T","F","F",7693.000,11.000,"name11323@tnet.uk",2008-08-18,351.882,3
"1772RJ",84,66,91,1198.000,"F","T","F","F",3016.000,10.000,"name13781@tnet.uk",2009-10-05,203.784,2
"1773CC",80,65,90,7818.000,"T","T","F","F",5008.000,6.000,"name4401@tnet.jp",2009-04-17,1821.155,3
"1773LC",83,68,90,21617.000,"T","F","F","M",8443.000,5.000,"name23184@wwmail.inc",2008-09-05,1653.210,6
"1773LC",83,68,90,1316.000,"T","T","F","M",8443.000,3.000,"name1775@lomejor.es",2008-04-09,568.033,1
"1773QJ",72,60,92,20821.000,"F","F","T","F",5156.000,11.000,"name14420@tnet.uk",2008-10-10,686.388,3
"1773QJ",72,60,92,1121.000,"F","T","T","F",5156.000,1.000,"name28088@zigzag.be",1999-02-02,124.950,1
"1773WE",88,75,91,28754.000,"T","F","F","F",8871.000,8.000,"name269@hmail.inc",2009-04-07,498.400,2
"1774JZ",77,61,91,4372.000,"F","T","F","F",1601.000,2.000,"name9691@tnet.inc",2005-10-18,676.801,2
"1774JZ",77,61,91,9671.000,,,,"F",1601.000,8.000,"name2576@molbe.cat",2007-11-02,593.342,1
"1774PP",82,66,88,25667.000,"F","F","T","F",2230.000,4.000,"name2601@molbe.cat",2010-11-04,621.771,3
"1774TR",77,65,96,13916.000,,,,"M",4649.000,11.000,"name26228@wwmail.uk",2009-11-05,894.086,5
"1774TR",77,65,96,8916.000,,,,"M",4649.000,3.000,"name29047@zigzag.cat",2007-02-10,178.275,1
"1774YO",73,59,90,6901.000,,,,"M",5854.000,2.000,"name12987@tnet.uk",2010-03-03,596.949,2
"1774YO",73,59,90,26901.000,,,,"M",5854.000,3.000,"name5267@tnet.jp",2009-10-30,1088.514,5
"1775BT",76,62,91,22771.000,"F","F","T","M",1298.000,5.000,"name18338@wwmail.es",2009-03-04,1386.602,3
"1775PC",79,65,89,19065.000,,,,"M",525.000,2.000,"name19103@wwmail.es",2009-06-04,346.469,2
"1775QH",72,59,90,4459.000,"F","T","F","F",833.000,11.000,"name3837@tnet.jp",2009-11-15,1157.802,3
"1775ZM",85,69,87,8994.000,,,,"M",5094.000,5.000,"name9989tnet.inc",2008-07-11,645.750,2
"1775ZM",85,69,87,13994.000,,,,"M",5094.000,5.000,"name27878@zigzag.be",2009-08-29,544.188,2
"1776GR",81,63,92,13755.000,,,,"F",3612.000,5.000,"name23229@wwmail.inc",2010-11-04,1250.419,3
"1776NP",73,61,93,20243.000,"F","T","F","F",2837.000,8.000,"name19646@wwmail.es",2010-08-18,680.448,2
"1776VS",84,66,90,5917.000,,,,"F",9652.000,7.000,"name211@hmail.inc",2010-09-19,855.032,4
"1776XH",76,64,90,30589.000,,,,"M",2049.000,8.000,"name1438@lomejor.es",2010-12-23,1834.334,5
"1776YQ",74,62,88,20987.000,,,,"M",4236.000,9.000,"name9736@tnet.inc",2007-11-05,472.447,3
"1776YQ",74,62,88,786.000,"F","T","F","M",4236.000,4.000,"name1625@lomejor.es",2005-05-20,482.830,1
"1776YQ",74,62,88,25987.000,,,,"M",4236.000,1.000,"name2458@molbe.cat",2006-10-23,289.756,1
"1777II",73,57,89,9963.000,"F","T","F","F",5574.000,11.000,"name16661@wwmail.de",2010-08-22,869.357,3
"1777II",73,57,89,4964.000,"F","T","F","F",5574.000,7.000,"name21868@wwmail.inc",2010-04-16,1287.892,3
"1777JW",79,63,91,15874.000,"T","F","F","M",6535.000,7.000,"name25239@wwmail.org",2009-04-27,745.493,2
"1777LC",80,65,92,12300.000,,,,"F",433.000,10.000,"name23389@wwmail.org",2005-03-09,5.000,1
"1777NB",79,64,91,9157.000,,,,"M",2906.000,2.000,"name17097@wwmail.de",2010-04-24,542.494,2
"1777TD",89,75,89,7178.000,"F","T","F","F",2217.000,4.000,"name19114@wwmail.es",2006-07-12,246.176,2
"1777TD",89,75,89,22178.000,"F","T","F","F",2217.000,9.000,"name8545@tnet.inc",2006-02-15,800.278,2
"1777TD",89,75,89,2076.000,"T","T","F","F",2217.000,4.000,"name1268@hmail.uk",2003-10-05,650.520,2
"1778AK",83,67,91,18360.000,"T","F","F","M",489.000,10.000,"name18771@wwmail.es",2009-05-19,1002.082,5
"1778AK",83,67,91,23360.000,"T","F","T","M",489.000,7.000,"name236@hmail.inc",2008-06-30,155.039,2
"1778AL",84,66,90,28900.000,"T","F","F","M",9951.000,8.000,"name17648@wwmail.es",2008-08-22,714.600,2
"1778CB",76,60,92,2014.000,"F","T","F","F",9323.000,5.000,"name24579@wwmail.org",2004-03-26,1641.360,3
"1778CB",76,60,92,12014.000,,,,"F",9323.000,6.000,"name29196@zigzag.jp",2010-02-04,1433.579,3
"1778HZ",85,68,91,14730.000,,,,"M",7241.000,7.000,"name16010@wwmail.de",2007-10-17,210.083,3
"1778HZ",85,68,91,24730.000,"F","F","T","M",7241.000,4.000,"name14023@tnet.uk",2008-01-26,571.219,1
"1778RK",84,69,90,29566.000,,,,"M",6562.000,12.000,"name11862@tnet.uk",2009-11-08,267.433,1
"1778XG",80,66,88,1243.000,"F","T","F","M",4831.000,3.000,"name13774@tnet.uk",2010-03-27,939.341,4
"1778XG",80,66,88,21544.000,,,,"M",4831.000,5.000,"name27555@zigzag.be",2007-05-25,189.763,1
"1778XG",80,66,88,26544.000,,,,"M",4831.000,2.000,"name20843@wwmail.inc",2009-12-17,1063.690,3
"1779OG",83,66,93,15043.000,"T","T","F","F",5678.000,7.000,"name7762@tnet.fr",2011-05-19,2488.629,2
"1779VL",78,66,89,9823.000,"T","T","F","F",3017.000,6.000,"name10579@tnet.inc",2009-04-11,1329.535,2
"1779VL",78,66,89,4624.000,"F","T","T","F",3017.000,3.000,"name7011@tnet.fr",2010-10-16,678.179,3
"1779VL",78,66,89,29823.000,"F","T","T","F",3017.000,5.000,"name3071@molbe.cat",2010-05-04,785.956,2
"1780NL",83,70,90,4968.000,"F","T","F","M",3540.000,2.000,"name936@hmail.uk",2006-07-28,312.712,1
"1780NL",83,70,90,24967.000,,,,"M",3540.000,10.000,"name22206@wwmail.inc",2010-02-18,815.300,2
"1780PC",75,59,89,21388.000,"F","T","F","M",8292.000,1.000,"name14486wwmail.de",2007-09-18,927.224,2
"1780PC",75,59,89,26388.000,"F","T","F","M",8292.000,10.000,"name6341@tnet.fr",2010-06-13,788.907,5
"1780YN",86,71,92,3711.000,"F","T","F","M",8673.000,7.000,"name9796@tnet.inc",2000-06-30,816.090,1
"1781EX",88,71,90,16927.000,,,,"F",8795.000,5.000,"name6606@tnet.fr",2008-12-15,855.745,2
"1781EX",88,71,90,11927.000,,,,"F",8795.000,4.000,"name16503@wwmail.de",2010-05-20,2379.750,5
"1781IA",73,57,87,21760.000,,,,"M",6431.000,9.000,"name2236@lomejor.es",2009-07-30,1354.129,4
"1781IA",73,57,87,1559.000,"F","T","T","M",6431.000,7.000,"name22910@wwmail.inc",2007-08-07,381.024,1
"1781KF",77,62,92,8476.000,"T","F","F","F",4176.000,9.000,"name9638@tnet.inc",2010-07-26,189.523,1
"1781SD",77,62,90,12643.000,"T","T","T","F",6831.000,2.000,"name9885@tnet.inc",2007-07-25,117.435,1
"1781SD",77,62,90,2138.000,"F","T","F","F",6831.000,10.000,"name13660@tnet.uk",2003-09-03,1412.110,3
"1781YA",87,73,92,3261.000,"F","T","F","F",2742.000,11.000,"name15200@wwmail.de",2002-07-15,565.950,1
"1781YT",78,62,90,6284.000,,,,"F",8655.000,4.000,"name25583@wwmail.uk",2009-04-30,933.647,3
"1781YT",78,62,90,26284.000,,,,"F",8655.000,4.000,"name20579@wwmail.es",2005-08-05,575.105,1
"1782BE",89,74,88,6619.000,,,,"M",1586.000,9.000,"name18732@wwmail.es",2008-09-15,180.687,1
"1782BE",89,74,88,1318.000,"F","T","F","M",1586.000,6.000,"name29405@zigzag.jp",2001-05-22,567.740,1
"1782EX",80,64,90,19641.000,,,,"M",2642.000,7.000,"name4838@tnet.jp",2009-07-16,566.042,2
